Date,Open,High,Low,Close,Adj Close,Volume
04-03-19,1146.98999,1158.280029,1130.689941,1147.800049,1147.800049,1446000
05-03-19,1150.060059,1169.609985,1146.194946,1162.030029,1162.030029,1443200
06-03-19,1162.48999,1167.56604,1155.48999,1157.859985,1157.859985,1099300
07-03-19,1155.719971,1156.755005,1134.910034,1143.300049,1143.300049,1166600
08-03-19,1126.72998,1147.079956,1123.300049,1142.319946,1142.319946,1212400
11-03-19,1144.449951,1176.189941,1144.449951,1175.76001,1175.76001,1719200
12-03-19,1178.26001,1200,1178.26001,1193.199951,1193.199951,2013100
13-03-19,1200.64502,1200.930054,1191.939941,1193.319946,1193.319946,1435900
14-03-19,1194.51001,1197.880005,1184.47998,1185.550049,1185.550049,1172800
15-03-19,1193.380005,1196.569946,1182.609985,1184.459961,1184.459961,2461800
18-03-19,1183.300049,1190,1177.421021,1184.26001,1184.26001,1292600
19-03-19,1188.810059,1200,1185.869995,1198.849976,1198.849976,1520700
20-03-19,1197.349976,1227.140015,1196.170044,1223.969971,1223.969971,2227400
21-03-19,1216,1231.790039,1213.150024,1231.540039,1231.540039,1204000
22-03-19,1226.319946,1230,1202.824951,1205.5,1205.5,1714200
25-03-19,1196.930054,1206.397949,1187.040039,1193,1193,1496800
26-03-19,1198.530029,1202.829956,1176.719971,1184.619995,1184.619995,1901200
27-03-19,1185.5,1187.55896,1159.369995,1173.02002,1173.02002,1400200
28-03-19,1171.540039,1171.564941,1159.43103,1168.48999,1168.48999,1012400
29-03-19,1174.900024,1178.98999,1162.880005,1173.310059,1173.310059,1269900
01-04-19,1184.099976,1196.660034,1182,1194.430054,1194.430054,1252500
02-04-19,1195.319946,1201.349976,1185.709961,1200.48999,1200.48999,827900
03-04-19,1207.47998,1216.300049,1200.5,1205.920044,1205.920044,1017800
04-04-19,1205.939941,1215.670044,1204.130005,1215,1215,950000
05-04-19,1214.98999,1216.219971,1205.030029,1207.150024,1207.150024,907200
08-04-19,1207.890015,1208.689941,1199.859985,1203.839966,1203.839966,860200
09-04-19,1196,1202.290039,1193.079956,1197.25,1197.25,876400
10-04-19,1200.680054,1203.785034,1196.435059,1202.160034,1202.160034,724600
11-04-19,1203.959961,1207.959961,1200.130005,1204.619995,1204.619995,710200
12-04-19,1210,1218.349976,1208.109985,1217.869995,1217.869995,933400
15-04-19,1218,1224.199951,1209.109985,1221.099976,1221.099976,1187400
16-04-19,1225,1230.819946,1220.119995,1227.130005,1227.130005,856300
17-04-19,1233,1240.560059,1227.819946,1236.339966,1236.339966,1221900
18-04-19,1239.180054,1242,1234.609985,1236.369995,1236.369995,1331800
22-04-19,1235.98999,1249.089966,1228.310059,1248.839966,1248.839966,807300
23-04-19,1250.689941,1269,1246.380005,1264.550049,1264.550049,1319900
24-04-19,1264.119995,1268.01001,1255,1256,1256,1018800
25-04-19,1264.77002,1267.407959,1252.030029,1263.449951,1263.449951,1107300
26-04-19,1269,1273.069946,1260.319946,1272.180054,1272.180054,1241400
29-04-19,1274,1289.27002,1266.295044,1287.579956,1287.579956,2499400
30-04-19,1185,1192.810059,1175,1188.47998,1188.47998,6207000
01-05-19,1188.050049,1188.050049,1167.180054,1168.079956,1168.079956,2639200
02-05-19,1167.76001,1174.189941,1155.001953,1162.609985,1162.609985,1944800
03-05-19,1173.650024,1186.800049,1169,1185.400024,1185.400024,1980700
06-05-19,1166.26001,1190.849976,1166.26001,1189.390015,1189.390015,1563900
07-05-19,1180.469971,1190.439941,1161.040039,1174.099976,1174.099976,1551400
08-05-19,1172.01001,1180.42395,1165.73999,1166.27002,1166.27002,1309300
09-05-19,1159.030029,1169.660034,1150.849976,1162.380005,1162.380005,1185700
10-05-19,1163.589966,1172.599976,1142.5,1164.27002,1164.27002,1314500
13-05-19,1141.959961,1147.939941,1122.109985,1132.030029,1132.030029,1860600
14-05-19,1137.209961,1140.420044,1119.550049,1120.439941,1120.439941,1836600
15-05-19,1117.869995,1171.329956,1116.666016,1164.209961,1164.209961,2289300
16-05-19,1164.51001,1188.160034,1162.839966,1178.97998,1178.97998,1531400
17-05-19,1168.469971,1180.150024,1160.01001,1162.300049,1162.300049,1208600
20-05-19,1144.5,1146.796997,1131.442993,1138.849976,1138.849976,1353300
21-05-19,1148.48999,1152.708008,1137.939941,1149.630005,1149.630005,1159800
22-05-19,1146.75,1158.52002,1145.890015,1151.420044,1151.420044,914500
23-05-19,1140.5,1145.973022,1129.223999,1140.77002,1140.77002,1198900
24-05-19,1147.359985,1149.765015,1131.660034,1133.469971,1133.469971,1112000
28-05-19,1134,1151.587036,1133.119995,1134.150024,1134.150024,1365000
29-05-19,1127.52002,1129.099976,1108.219971,1116.459961,1116.459961,1538200
30-05-19,1115.540039,1123.130005,1112.119995,1117.949951,1117.949951,951900
31-05-19,1101.290039,1109.599976,1100.180054,1103.630005,1103.630005,1507800
03-06-19,1065.5,1065.5,1025,1036.22998,1036.22998,5130600
04-06-19,1042.900024,1056.050049,1033.689941,1053.050049,1053.050049,2833500
05-06-19,1051.540039,1053.550049,1030.48999,1042.219971,1042.219971,2168400
06-06-19,1044.98999,1047.48999,1033.699951,1044.339966,1044.339966,1703200
07-06-19,1050.630005,1070.920044,1048.400024,1066.040039,1066.040039,1802400
10-06-19,1072.97998,1092.660034,1072.322021,1080.380005,1080.380005,1464200
11-06-19,1093.97998,1101.98999,1077.603027,1078.719971,1078.719971,1436700
12-06-19,1078,1080.930054,1067.540039,1077.030029,1077.030029,1061000
13-06-19,1083.640015,1094.170044,1080.150024,1088.77002,1088.77002,1057700
14-06-19,1086.420044,1092.689941,1080.171997,1085.349976,1085.349976,1111500
17-06-19,1086.280029,1099.180054,1086.280029,1092.5,1092.5,941600
18-06-19,1109.689941,1116.390015,1098.98999,1103.599976,1103.599976,1386700
19-06-19,1105.599976,1107,1093.47998,1102.329956,1102.329956,1338800
20-06-19,1119.98999,1120.119995,1104.73999,1111.420044,1111.420044,1262000
21-06-19,1109.23999,1124.109985,1108.079956,1121.880005,1121.880005,1947600
24-06-19,1119.609985,1122,1111.01001,1115.52002,1115.52002,1395600
25-06-19,1112.660034,1114.349976,1083.800049,1086.349976,1086.349976,1546900
26-06-19,1086.5,1092.969971,1072.23999,1079.800049,1079.800049,1810900
27-06-19,1084,1087.099976,1075.290039,1076.01001,1076.01001,1004300
28-06-19,1076.390015,1081,1073.369995,1080.910034,1080.910034,1693200
01-07-19,1098,1107.579956,1093.703003,1097.949951,1097.949951,1436300
02-07-19,1102.23999,1111.77002,1098.170044,1111.25,1111.25,991600
03-07-19,1117.410034,1126.76001,1113.859985,1121.579956,1121.579956,767000
05-07-19,1117.800049,1132.880005,1116.140015,1131.589966,1131.589966,1264300
08-07-19,1125.170044,1125.97998,1111.209961,1116.349976,1116.349976,1236400
09-07-19,1111.800049,1128.025024,1107.170044,1124.829956,1124.829956,1330400
10-07-19,1131.219971,1142.050049,1130.969971,1140.47998,1140.47998,1209500
11-07-19,1143.25,1153.069946,1139.579956,1144.209961,1144.209961,1195500
12-07-19,1143.98999,1147.339966,1138.780029,1144.900024,1144.900024,864000
15-07-19,1146.859985,1150.819946,1139.400024,1150.339966,1150.339966,903800
16-07-19,1146,1158.579956,1145,1153.579956,1153.579956,1238800
17-07-19,1150.969971,1158.359985,1145.77002,1146.349976,1146.349976,1170000
18-07-19,1141.73999,1147.60498,1132.72998,1146.329956,1146.329956,1291300
19-07-19,1148.189941,1151.140015,1129.619995,1130.099976,1130.099976,1647200
22-07-19,1133.449951,1139.25,1124.23999,1138.069946,1138.069946,1301500
23-07-19,1144,1146.900024,1131.800049,1146.209961,1146.209961,1093700
24-07-19,1131.900024,1144,1126.98999,1137.810059,1137.810059,1589800
25-07-19,1137.819946,1141.699951,1120.920044,1132.119995,1132.119995,2209800
26-07-19,1224.040039,1265.550049,1224,1250.410034,1250.410034,4805800
29-07-19,1241.050049,1247.369995,1228.22998,1239.410034,1239.410034,2223700
30-07-19,1225.410034,1234.869995,1223.300049,1225.140015,1225.140015,1453300
31-07-19,1223,1234,1207.764038,1216.680054,1216.680054,1725500
01-08-19,1214.030029,1234.109985,1205.719971,1209.01001,1209.01001,1698500
02-08-19,1200.73999,1206.900024,1188.939941,1193.98999,1193.98999,1645100
05-08-19,1170.040039,1175.23999,1140.140015,1152.319946,1152.319946,2597500
06-08-19,1163.310059,1179.959961,1160,1169.949951,1169.949951,1709400
07-08-19,1156,1178.444946,1149.624023,1173.98999,1173.98999,1444300
08-08-19,1182.829956,1205.01001,1173.02002,1204.800049,1204.800049,1468000
09-08-19,1197.98999,1203.880005,1183.603027,1188.01001,1188.01001,1065700
12-08-19,1179.209961,1184.959961,1167.671997,1174.709961,1174.709961,1003000
13-08-19,1171.459961,1204.780029,1171.459961,1197.27002,1197.27002,1294400
14-08-19,1176.310059,1182.300049,1160.540039,1164.290039,1164.290039,1578700
15-08-19,1163.5,1175.839966,1162.109985,1167.26001,1167.26001,1218700
16-08-19,1179.550049,1182.719971,1171.810059,1177.599976,1177.599976,1313300
19-08-19,1190.089966,1206.98999,1190.089966,1198.449951,1198.449951,1231600
20-08-19,1195.25,1196.060059,1182.109985,1182.689941,1182.689941,915500
21-08-19,1193.150024,1199,1187.430054,1191.25,1191.25,740700
22-08-19,1194.069946,1198.011963,1178.579956,1189.530029,1189.530029,947500
23-08-19,1181.98999,1194.079956,1147.75,1151.290039,1151.290039,1687000
26-08-19,1157.26001,1169.469971,1152.959961,1168.890015,1168.890015,1226100
27-08-19,1180.530029,1182.400024,1161.449951,1167.839966,1167.839966,1077200
28-08-19,1161.709961,1176.420044,1157.300049,1171.02002,1171.02002,802000
29-08-19,1181.119995,1196.060059,1181.119995,1192.849976,1192.849976,1088400
30-08-19,1198.5,1198.5,1183.802979,1188.099976,1188.099976,1129800
03-09-19,1177.030029,1186.890015,1163.199951,1168.390015,1168.390015,1479900
04-09-19,1176.709961,1183.47998,1171,1181.410034,1181.410034,1068900
05-09-19,1191.530029,1213.040039,1191.530029,1211.380005,1211.380005,1408100
06-09-19,1208.130005,1212.015015,1202.521973,1204.930054,1204.930054,1072100
09-09-19,1204,1220,1192.619995,1204.410034,1204.410034,1471900
10-09-19,1195.150024,1210,1194.579956,1206,1206,1260100
11-09-19,1203.410034,1222.599976,1202.199951,1220.170044,1220.170044,1307000
12-09-19,1224.300049,1241.859985,1223.02002,1234.25,1234.25,1725900
13-09-19,1231.349976,1240.880005,1227.01001,1239.560059,1239.560059,1301400
16-09-19,1229.52002,1239.560059,1225.609985,1231.300049,1231.300049,1053300
17-09-19,1230.400024,1235,1223.689941,1229.150024,1229.150024,955100
18-09-19,1227.51001,1235.609985,1216.530029,1232.410034,1232.410034,1135100
19-09-19,1232.060059,1244.439941,1232.02002,1238.709961,1238.709961,996000
20-09-19,1233.119995,1243.319946,1223.079956,1229.930054,1229.930054,2270000
23-09-19,1226,1239.089966,1224.170044,1234.030029,1234.030029,1062400
24-09-19,1240,1246.73999,1210.680054,1218.76001,1218.76001,1583200
25-09-19,1215.819946,1248.300049,1210.089966,1246.52002,1246.52002,1453000
26-09-19,1241.959961,1245,1232.267944,1241.390015,1241.390015,1538000
27-09-19,1243.01001,1244.02002,1214.449951,1225.089966,1225.089966,1353900
30-09-19,1220.969971,1226,1212.300049,1219,1219,1404100
01-10-19,1219,1231.22998,1203.579956,1205.099976,1205.099976,1273500
02-10-19,1196.97998,1196.97998,1171.290039,1176.630005,1176.630005,1615100
03-10-19,1180,1189.060059,1162.430054,1187.829956,1187.829956,1621200
04-10-19,1191.890015,1211.439941,1189.170044,1209,1209,1162400
07-10-19,1204.400024,1218.203979,1203.75,1207.680054,1207.680054,842900
08-10-19,1197.589966,1206.079956,1189.01001,1189.130005,1189.130005,1039300
09-10-19,1199.349976,1208.349976,1197.630005,1202.310059,1202.310059,867700
10-10-19,1198.579956,1215,1197.339966,1208.670044,1208.670044,846600
11-10-19,1222.209961,1228.390015,1213.73999,1215.449951,1215.449951,1272700
14-10-19,1212.339966,1226.329956,1211.76001,1217.140015,1217.140015,867500
15-10-19,1220.400024,1247.329956,1220.400024,1243.01001,1243.01001,1381700
16-10-19,1241.170044,1254.73999,1238.449951,1243.640015,1243.640015,1094600
17-10-19,1250.930054,1263.324951,1249.939941,1253.069946,1253.069946,952400
18-10-19,1253.459961,1258.890015,1241.079956,1245.48999,1245.48999,1352800
21-10-19,1252.26001,1254.629028,1240.599976,1246.150024,1246.150024,1027200
22-10-19,1247.849976,1250.599976,1241.380005,1242.800049,1242.800049,1023800
23-10-19,1242.359985,1259.890015,1242.359985,1259.130005,1259.130005,911500
24-10-19,1260.900024,1264,1253.714966,1260.98999,1260.98999,1028100
25-10-19,1251.030029,1269.599976,1250.01001,1265.130005,1265.130005,1213100
28-10-19,1275.449951,1299.310059,1272.540039,1290,1290,2613200
29-10-19,1276.22998,1281.589966,1257.212036,1262.619995,1262.619995,1886400
30-10-19,1252.969971,1269.359985,1252,1261.290039,1261.290039,1408900
31-10-19,1261.280029,1267.670044,1250.843018,1260.109985,1260.109985,1455700
01-11-19,1265,1274.619995,1260.5,1273.73999,1273.73999,1670100
04-11-19,1276.449951,1294.130005,1276.35498,1291.369995,1291.369995,1501000
05-11-19,1292.890015,1298.930054,1291.229004,1292.030029,1292.030029,1282700
06-11-19,1289.459961,1293.72998,1282.5,1291.800049,1291.800049,1152700
07-11-19,1294.280029,1323.73999,1294.244995,1308.859985,1308.859985,2030000
08-11-19,1305.280029,1318,1304.36499,1311.369995,1311.369995,1251400
11-11-19,1303.180054,1306.425049,1297.410034,1299.189941,1299.189941,1011900
12-11-19,1300,1310,1295.77002,1298.800049,1298.800049,1085900
13-11-19,1294.069946,1304.300049,1293.51001,1298,1298,826700
14-11-19,1297.5,1317,1295.650024,1311.459961,1311.459961,1193500
15-11-19,1318.939941,1334.880005,1314.280029,1334.869995,1334.869995,1782600
18-11-19,1332.219971,1335.529053,1317.5,1320.699951,1320.699951,1487400
19-11-19,1327.699951,1327.699951,1312.800049,1315.459961,1315.459961,1269200
20-11-19,1311.73999,1315,1291.150024,1303.050049,1303.050049,1308600
21-11-19,1301.47998,1312.589966,1293,1301.349976,1301.349976,995500
22-11-19,1305.619995,1308.72998,1291.410034,1295.339966,1295.339966,1385700
25-11-19,1299.180054,1311.310059,1298.130005,1306.689941,1306.689941,1036200
26-11-19,1309.859985,1314.800049,1305.089966,1313.550049,1313.550049,1069700
27-11-19,1315,1318.359985,1309.630005,1312.98999,1312.98999,995600
29-11-19,1307.119995,1310.204956,1303.969971,1304.959961,1304.959961,587000
02-12-19,1301,1305.829956,1281,1289.920044,1289.920044,1510900
03-12-19,1279.569946,1298.46106,1279,1295.280029,1295.280029,1143800
04-12-19,1307.01001,1325.800049,1304.869995,1320.540039,1320.540039,1537500
05-12-19,1328,1329.358032,1316.439941,1328.130005,1328.130005,1212700
06-12-19,1333.439941,1344,1333.439941,1340.619995,1340.619995,1314800
09-12-19,1338.040039,1359.449951,1337.839966,1343.560059,1343.560059,1354300
10-12-19,1341.5,1349.974976,1336.040039,1344.660034,1344.660034,1094100
11-12-19,1350.839966,1351.199951,1342.670044,1345.02002,1345.02002,850400
12-12-19,1345.939941,1355.775024,1340.5,1350.27002,1350.27002,1281000
13-12-19,1347.949951,1353.093018,1343.869995,1347.829956,1347.829956,1549600
16-12-19,1356.5,1364.680054,1352.670044,1361.170044,1361.170044,1397300
17-12-19,1362.890015,1365,1351.322998,1355.119995,1355.119995,1854000
18-12-19,1356.599976,1360.469971,1351,1352.619995,1352.619995,1522600
19-12-19,1351.819946,1358.099976,1348.984985,1356.040039,1356.040039,1469900
20-12-19,1363.349976,1363.640015,1349,1349.589966,1349.589966,3315000
23-12-19,1355.869995,1359.800049,1346.51001,1348.839966,1348.839966,883100
24-12-19,1348.5,1350.26001,1342.780029,1343.560059,1343.560059,347500
26-12-19,1346.170044,1361.327026,1344.469971,1360.400024,1360.400024,667500
27-12-19,1362.98999,1364.530029,1349.310059,1351.890015,1351.890015,1038400
30-12-19,1350,1353,1334.02002,1336.140015,1336.140015,1050900
31-12-19,1330.109985,1338,1329.084961,1337.02002,1337.02002,961800
02-01-20,1341.550049,1368.140015,1341.550049,1367.369995,1367.369995,1406600
03-01-20,1347.859985,1372.5,1345.543945,1360.660034,1360.660034,1186400
06-01-20,1350,1396.5,1350,1394.209961,1394.209961,1732300
07-01-20,1397.939941,1402.98999,1390.380005,1393.339966,1393.339966,1502700
08-01-20,1392.079956,1411.579956,1390.839966,1404.319946,1404.319946,1528000
09-01-20,1420.569946,1427.329956,1410.27002,1419.829956,1419.829956,1500900
10-01-20,1427.560059,1434.928955,1418.349976,1429.72998,1429.72998,1820700
13-01-20,1436.130005,1440.52002,1426.02002,1439.22998,1439.22998,1652300
14-01-20,1439.01001,1441.800049,1428.369995,1430.880005,1430.880005,1558900
15-01-20,1430.209961,1441.39502,1430.209961,1439.199951,1439.199951,1282700
16-01-20,1447.439941,1451.98999,1440.920044,1451.699951,1451.699951,1173700
17-01-20,1462.910034,1481.295044,1458.219971,1480.390015,1480.390015,2396200
21-01-20,1479.119995,1491.849976,1471.199951,1484.400024,1484.400024,2036700
22-01-20,1491,1503.213989,1484.930054,1485.949951,1485.949951,1610800
23-01-20,1487.640015,1495.52002,1482.099976,1486.650024,1486.650024,1351200
24-01-20,1493.589966,1495.494995,1465.25,1466.709961,1466.709961,1784600
27-01-20,1431,1438.069946,1421.199951,1433.900024,1433.900024,1755200
28-01-20,1443,1456,1432.469971,1452.560059,1452.560059,1577400
29-01-20,1458.800049,1465.430054,1446.73999,1458.630005,1458.630005,1077700
30-01-20,1439.959961,1457.280029,1436.400024,1455.839966,1455.839966,1339400
31-01-20,1468.900024,1470.130005,1428.530029,1434.22998,1434.22998,2417200
03-02-20,1462,1490,1458.98999,1485.939941,1485.939941,3055200
04-02-20,1457.069946,1469.5,1426.300049,1447.069946,1447.069946,3933000
05-02-20,1462.420044,1463.839966,1430.560059,1448.22998,1448.22998,1986200
06-02-20,1450.329956,1482,1449.569946,1476.22998,1476.22998,1679400
07-02-20,1467.300049,1485.839966,1466.349976,1479.22998,1479.22998,1172300
10-02-20,1474.319946,1509.5,1474.319946,1508.680054,1508.680054,1419900
11-02-20,1511.810059,1529.630005,1505.637939,1508.790039,1508.790039,1344600
12-02-20,1514.47998,1520.694946,1508.109985,1518.27002,1518.27002,1167600
13-02-20,1512.689941,1527.180054,1504.599976,1514.660034,1514.660034,929500
14-02-20,1515.599976,1520.73999,1507.339966,1520.73999,1520.73999,1197800
18-02-20,1515,1531.630005,1512.589966,1519.670044,1519.670044,1120700
19-02-20,1525.069946,1532.105957,1521.400024,1526.689941,1526.689941,949300
20-02-20,1522,1529.640015,1506.819946,1518.150024,1518.150024,1096600
21-02-20,1508.030029,1512.214966,1480.439941,1485.109985,1485.109985,1731700
24-02-20,1426.109985,1436.969971,1411.390015,1421.589966,1421.589966,2867100
25-02-20,1433,1438.140015,1382.400024,1388.449951,1388.449951,2478300
26-02-20,1396.140015,1415.699951,1379,1393.180054,1393.180054,2202400
27-02-20,1362.060059,1371.703979,1317.170044,1318.089966,1318.089966,2978300
28-02-20,1277.5,1341.140015,1271,1339.329956,1339.329956,3790600
02-03-20,1351.609985,1390.869995,1326.814941,1389.109985,1389.109985,2431500
03-03-20,1399.420044,1410.150024,1332,1341.390015,1341.390015,2400400
